Ten_San_Pham,Tu_Gia,Den_Gia,Gia_Goc,Thuong_Hieu
Laptop gaming MSI Stealth 18 AI Studio A1VHG-025VN (Ultra 9 185H/RAM 32GB/GeForce RTX 4080/2TB SSD/ Windows 11),94990000,0,0,MSI
Laptop Lenovo IdeaPad 3 14IAU7 - 82RJ00F9VN (i3-1215U/RAM 16GB/Onboard/512GB SSD/ Windows 11),13390000,0,0,LENOVO
Laptop Lenovo IdeaPad Slim 5 14IMH9 - 83DA006UVN (Ultra 7-155H/RAM 16GB/Onboard/512GB SSD/ Windows 11),25690000,0,0,LENOVO
Laptop gaming Lenovo LOQ 15ARP9 - 83JC007JVN (Ryzen 5 7235HS/RAM 24GB/GeForce RTX 3050/512GB SSD/ Windows 11),24490000,0,0,LENOVO
Laptop ASUS Vivobook 14X OLED A1405ZA-KM264W (i5-12500H/RAM 16GB/Onboard/512GB SSD/ Windows 11),18690000,0,18990000,ASUS
Laptop HP Victus 16-s0144AX - 9Q991PA (Ryzen 5 7640HS/RAM 32GB/GeForce RTX 4050/512GB SSD/ Windows 11),36290000,0,0,HP
Laptop gaming HP Victus 16-s0142AX - 9Q989PA (Ryzen 5 7640HS/RAM 32GB/GeForce RTX 4060/512GB SSD/ Windows 11),38790000,0,0,HP
Laptop gaming HP Victus 16-r0223TX - 9Q974PA (i7-13700H/RAM 32GB/GeForce RTX 4070/512GB SSD/ Windows 11),45890000,0,0,HP
Laptop ASUS Zenbook 14 Oled UX3405MA-PP475W (Ultra 9 185H/RAM 32GB/Onboard/1TB SSD/ Windows 11),36990000,0,0,ASUS
Laptop HP 15s 15-fd1062TU - 9Z2Y0PA (Ultra 5-125H/RAM 16GB/Onboard/1TB SSD/ Windows 11),21590000,0,0,HP
"Máy tính xách tay Macbook Air 13.6"" (M3 8 core CPU - 10 core GPU/ 16GB/ 512GB SSD/ 70W)",37990000,0,0,APPLE
"Apple MacBook Air M3 13.6"" (16GB/512GB SSD M.2 SATA)",37990000,0,0,APPLE
Laptop MSI Katana A15 AI B8VG-466VN (Ryzen 9 8945HS/RAM 16GB/GeForce RTX 4070/1TB SSD/ Windows 11),41990000,0,0,MSI
Laptop Asus Vivobook S 14 OLED S5406MA-PP219WS (Ultra 5-125H),26990000,0,0,ASUS
Laptop gaming MSI Stealth 16 AI Studio A1VGG-240VN (Ultra 7-155H/RAM 32GB/2TB SSD/ Windows 11),64990000,0,0,MSI
Laptop ASUS ROG Strix G16 G614JU-N4132W (i7-13650HX/RAM 16GB/GeForce RTX 4050/512GB SSD/ Windows 11),41990000,0,0,ASUS
Laptop MSI Sword 16 HX B14VEKG-459VN (i7-14700HX/RAM 16GB/GeForce RTX 4050/1TB SSD/ Windows 11),35990000,0,0,MSI
Laptop gaming MSI Stealth 18 AI Studio A1VHG-058VN (Ultra 9 185H/RAM 32GB/GeForce RTX 4080/2TB SSD/ Windows 11),98990000,0,0,MSI
Laptop MSI Sword 16 HX B14VGKG-466VN (i7-14650HX/RAM 16GB/GeForce RTX 4070/1TB SSD/ Windows 11),41990000,0,0,MSI
Laptop MSI Raider GE68 HX 14VHG-646VN (i9-14900HX/RAM 32GB/GeForce RTX 4080/2TB SSD/ Windows 11),89990000,0,0,MSI
Laptop MSI Katana 15 B13VGK-2065VN (i7-13620H/RAM 16GB/GeForce RTX 4070/1TB SSD/ Windows 11),38990000,0,0,MSI
Laptop gaming MSI Stealth 18 AI Studio A1VGG-008VN (Ultra 9 185H/RAM 32GB/GeForce RTX 4070/2TB SSD/ Windows 11),79990000,0,0,MSI
Laptop MSI Sword 16 HX B14VFKG-460VN (i7-14650HX/RAM 16GB/GeForce RTX 4060/1TB SSD/ Windows 11),39990000,0,0,MSI
Laptop gaming MSI Stealth 16 Mercedes AMG Motorsport A1VGG-293VN (Ultra 9 185H/RAM 32GB/GeForce RTX 4070/2TB SSD/ Windows 11),70990000,0,0,MSI
Laptop gaming MSI Stealth 14 AI Studio A1VFG-085VN (Ultra 7-155H/RAM 32GB/GeForce RTX 4060/1TB SSD/ Windows 11),51990000,0,0,MSI
Laptop MSI Pulse 17 AI C1VGKG-017VN (Ultra 7 155H),51990000,0,0,MSI
Laptop Dell Inspiron 15 3530 N3530-i3U165W11SLU (i3-1305U/RAM 16GB/Onboard/512GB SSD/ Windows 11 + Office),13890000,0,0,DELL
Laptop Dell Inspiron 15 3530 N3530-i5U165W11SLU (i5-1334U/RAM 16GB/Onboard/512GB SSD/ Windows 11 + Office),18690000,0,0,DELL
Laptop gaming MSI Stealth 18 Mercedes AMG A1VHG-080VN (Ultra 9 185H/RAM 32GB/GeForce RTX 4080/2TB SSD/ Windows 11),102990000,0,0,MSI
Laptop LG Gram 16Z90SP-K.AH75A5 (Ultra 7-155H/RAM 16GB/Onboard/512GB SSD/ Windows 11),51400000,0,0,LG
Laptop LG Gram 14T90S-G.AH55A5 (Ultra 5-125H/RAM 16GB/Onboard/512GB SSD/ Windows 11),44000000,0,0,LG
Laptop LG Gram 17Z90S-G.AH78A5 (Ultra 7-155H/RAM 16GB/Onboard/1TB SSD/ Windows 11),49290000,0,0,LG
Laptop gaming ACER Nitro V 16 ProPanel ANV16-41-R6NA (Ryzen 7 8845HS/RAM 16GB/GeForce RTX 4060/512GB SSD/ Windows 11),34990000,0,0,ACER
Laptop Lenovo ThinkPad E16 G2 T - 21MA004HVN (Ultra 7-155U/RAM 16GB/Onboard/512GB SSD/ Windows 11),29190000,0,0,LENOVO
Laptop Lenovo ThinkPad E16 G1 T - 21JN006GVN (i7-1355U/RAM 16GB/Onboard/512GB SSD/ Windows 11),26290000,0,0,LENOVO
Laptop ASUS TUF Gaming A15 FA506NFR-HN075W (Ryzen 7 7435HS/RAM 16GB/GeForce RTX 2050/512GB SSD/ Windows 11),22990000,0,0,ASUS
